x, y, z
  0.0132,  -1.0054,   0.0319
  0.0154,  -1.0049,   0.0310
  0.0118,  -1.0065,   0.0316
  0.0138,  -1.0052,   0.0361
  0.0188,  -1.0053,   0.0386
  0.0184,  -1.0055,   0.0394
  0.0103,  -1.0052,   0.0374
  0.0123,  -1.0047,   0.0369
  0.0099,  -1.0048,   0.0356
  0.0072,  -1.0059,   0.0333
  0.0084,  -1.0052,   0.0344
  0.0067,  -1.0050,   0.0348
  0.0059,  -1.0045,   0.0364
  0.0116,  -1.0045,   0.0444
  0.0183,  -1.0044,   0.0542
  0.0210,  -1.0045,   0.0558
  0.0155,  -1.0045,   0.0502
  0.0110,  -1.0049,   0.0481
  0.0106,  -1.0047,   0.0465
  0.0060,  -1.0053,   0.0356
  0.0009,  -1.0049,   0.0211
  0.0004,  -1.0060,   0.0164
  0.0060,  -1.0059,   0.0236
  0.0096,  -1.0056,   0.0305
  0.0100,  -1.0054,   0.0356
  0.0127,  -1.0048,   0.0441
  0.0183,  -1.0052,   0.0507
  0.0175,  -1.0031,   0.0582
  0.0129,  -1.0041,   0.0613
  0.0084,  -1.0041,   0.0610
  0.0084,  -1.0036,   0.0609
  0.0055,  -1.0039,   0.0501
 -0.0035,  -1.0045,   0.0353
 -0.0046,  -1.0048,   0.0264
 -0.0021,  -1.0060,   0.0217
  0.0009,  -1.0059,   0.0200
  0.0061,  -1.0059,   0.0223
  0.0143,  -1.0059,   0.0293
  0.0151,  -1.0054,   0.0350
  0.0177,  -1.0054,   0.0393
  0.0197,  -1.0050,   0.0372
  0.0200,  -1.0049,   0.0353
  0.0217,  -1.0055,   0.0365
  0.0299,  -1.0052,   0.0386
  0.0303,  -1.0049,   0.0392
  0.0306,  -1.0052,   0.0333
  0.0284,  -1.0063,   0.0267
  0.0304,  -1.0070,   0.0229
  0.0280,  -1.0076,   0.0238
  0.0251,  -1.0064,   0.0236
  0.0194,  -1.0070,   0.0251
  0.0175,  -1.0064,   0.0306
  0.0186,  -1.0060,   0.0361
  0.0140,  -1.0047,   0.0400
  0.0083,  -1.0049,   0.0447
  0.0054,  -1.0041,   0.0477
  0.0051,  -1.0044,   0.0465
  0.0023,  -1.0044,   0.0403
 -0.0023,  -1.0053,   0.0360
 -0.0002,  -1.0047,   0.0366
  0.0033,  -1.0049,   0.0380
  0.0034,  -1.0055,   0.0431
  0.0043,  -1.0048,   0.0475
  0.0026,  -1.0041,   0.0531
  0.0048,  -1.0041,   0.0566
  0.0035,  -1.0038,   0.0581
 -0.0024,  -1.0044,   0.0540
 -0.0031,  -1.0044,   0.0439
 -0.0050,  -1.0039,   0.0313
 -0.0032,  -1.0054,   0.0223
  0.0076,  -1.0058,   0.0265
  0.0150,  -1.0058,   0.0345
  0.0192,  -1.0053,   0.0397
  0.0178,  -1.0054,   0.0448
  0.0231,  -1.0052,   0.0509
  0.0258,  -1.0050,   0.0526
  0.0199,  -1.0047,   0.0432
  0.0167,  -1.0050,   0.0375
  0.0154,  -1.0058,   0.0343
  0.0120,  -1.0056,   0.0311
  0.0103,  -1.0076,   0.0255
  0.0093,  -1.0050,   0.0251
  0.0142,  -1.0056,   0.0281
  0.0085,  -1.0054,   0.0320
  0.0081,  -1.0042,   0.0381
  0.0098,  -1.0053,   0.0408
  0.0095,  -1.0052,   0.0375
  0.0090,  -1.0052,   0.0402
  0.0096,  -1.0061,   0.0421
  0.0065,  -1.0056,   0.0398
  0.0093,  -1.0039,   0.0360
  0.0107,  -1.0049,   0.0352
  0.0103,  -1.0054,   0.0377
  0.0126,  -1.0047,   0.0382

